,순,시즌,FA,출생,이름,팀,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
941,12,2013,0,1986,유희관,두산,, 0 , 0 , 18 , 10 , 7 , 1 , 3 , 145.1 , 60 ,, 612 , 141 , 7 , 52 , 0 , 7 , 96 , 2 , 2 , 3.53 , 3.87 , 1.33 , 120.5 , 109.9 , 3.51 ,,,
942,13,2013,0,1984,노경은,두산,, 0 , 0 , 30 , 10 , 10 , 0 , 0 , 180.1 , 88 ,, 765 , 171 , 16 , 75 , 0 , 6 , 153 , 1 , 8 , 3.84 , 4.15 , 1.36 , 110.7 , 102.4 , 3.32 ,,,
943,14,2013,0,1985,밴덴헐크,삼성,, 0 , 0 , 24 , 7 , 9 , 0 , 0 , 143.2 , 67 ,, 612 , 127 , 11 , 48 , 0 , 11 , 137 , 0 , 3 , 3.95 , 3.67 , 1.22 , 108.5 , 116.8 , 3.30 ,,,
944,15,2013,0,1982,손승락,키움,, 0 , 0 , 0 , 3 , 2 , 46 , 0 , 62.2 , 17 ,, 249 , 50 , 1 , 20 , 0 , 1 , 52 , 0 , 4 , 2.30 , 2.90 , 1.12 , 189.6 , 150.1 , 3.17 ,,,
945,16,2013,0,1980,봉중근,LG,, 0 , 0 , 0 , 8 , 1 , 38 , 0 , 61.0 , 10 ,, 241 , 44 , 2 , 27 , 0 , 3 , 54 , 0 , 3 , 1.33 , 3.48 , 1.16 , 319.6 , 122.0 , 3.17 ,,,
946,17,2013,0,1981,니퍼트,두산,, 1 , 0 , 19 , 12 , 4 , 0 , 0 , 118.0 , 52 ,, 482 , 108 , 7 , 34 , 0 , 4 , 104 , 0 , 3 , 3.58 , 3.32 , 1.20 , 118.6 , 128.0 , 3.10 ,,,
947,18,2013,0,1987,차우찬,삼성,, 0 , 0 , 12 , 10 , 7 , 0 , 3 , 121.1 , 48 ,, 518 , 100 , 6 , 67 , 0 , 6 , 111 , 0 , 10 , 3.26 , 3.97 , 1.38 , 131.2 , 108.0 , 3.00 ,,,
948,19,2013,0,1985,윤희상,SK,, 1 , 0 , 23 , 8 , 6 , 0 , 0 , 151.1 , 72 ,, 642 , 147 , 17 , 44 , 0 , 7 , 120 , 1 , 3 , 3.87 , 4.23 , 1.26 , 112.3 , 102.5 , 2.94 ,,,
949,20,2013,0,1980,바티스타,한화,, 0 , 0 , 24 , 7 , 7 , 0 , 0 , 143.2 , 77 ,, 640 , 141 , 9 , 70 , 0 , 13 , 150 , 1 , 8 , 4.20 , 3.81 , 1.47 , 103.4 , 114.0 , 2.75 ,,,
950,21,2013,0,1975,나이트,키움,, 0 , 0 , 30 , 12 , 10 , 0 , 0 , 172.2 , 96 ,, 769 , 192 , 10 , 79 , 0 , 14 , 129 , 0 , 2 , 4.43 , 4.22 , 1.57 , 98.3 , 103.2 , 2.73 ,,,
951,22,2013,0,1988,양현종,KIA,, 1 , 0 , 17 , 9 , 3 , 0 , 0 , 104.2 , 38 ,, 443 , 99 , 10 , 43 , 0 , 6 , 95 , 1 , 3 , 3.10 , 4.18 , 1.36 , 138.7 , 102.7 , 2.66 ,,,
952,23,2013,0,1981,배영수,삼성,, 0 , 0 , 26 , 14 , 4 , 0 , 0 , 151.0 , 83 ,, 671 , 193 , 9 , 38 , 0 , 14 , 101 , 0 , 5 , 4.71 , 3.82 , 1.53 , 91.0 , 112.2 , 2.66 ,,,
953,24,2013,0,1983,이브랜드,한화,, 2 , 0 , 30 , 6 , 14 , 0 , 0 , 172.1 , 110 ,, 758 , 190 , 7 , 65 , 0 , 10 , 129 , 0 , 11 , 5.54 , 3.69 , 1.48 , 78.4 , 117.8 , 2.53 ,,,
954,25,2013,0,1990,강윤구,키움,, 0 , 0 , 17 , 6 , 6 , 0 , 7 , 130.0 , 69 ,, 568 , 112 , 6 , 75 , 0 , 8 , 131 , 0 , 8 , 4.36 , 3.85 , 1.44 , 99.9 , 113.2 , 2.53 ,,,
955,26,2013,0,1981,김성배,롯데,, 0 , 0 , 0 , 2 , 4 , 31 , 4 , 59.0 , 20 ,, 241 , 45 , 1 , 21 , 0 , 3 , 58 , 0 , 4 , 3.05 , 2.82 , 1.12 , 143.2 , 154.8 , 2.48 ,,,
956,27,2013,0,1982,오승환,삼성,, 0 , 0 , 0 , 4 , 1 , 28 , 0 , 51.2 , 13 ,, 196 , 33 , 4 , 10 , 0 , 2 , 54 , 0 , 0 , 1.74 , 2.96 , 0.83 , 245.9 , 144.6 , 2.41 ,,,
957,28,2013,0,1983,박희수,SK,, 0 , 0 , 0 , 1 , 2 , 24 , 1 , 47.2 , 12 ,, 185 , 31 , 1 , 13 , 0 , 1 , 46 , 0 , 2 , 2.27 , 2.57 , 0.92 , 191.5 , 168.7 , 2.33 ,,,
958,29,2013,0,1987,신정락,LG,, 0 , 0 , 21 , 9 , 5 , 0 , 0 , 122.2 , 62 ,, 525 , 128 , 8 , 30 , 0 , 16 , 82 , 0 , 1 , 4.26 , 3.99 , 1.29 , 99.7 , 106.5 , 2.26 ,,,
959,30,2013,0,1985,오현택,두산,, 0 , 0 , 0 , 5 , 3 , 5 , 7 , 73.1 , 23 ,, 302 , 65 , 6 , 19 , 0 , 8 , 65 , 0 , 1 , 2.70 , 3.74 , 1.15 , 157.5 , 113.6 , 2.17 ,,,
960,1,2014,0,1979,밴헤켄,키움,, 0 , 0 , 31 , 20 , 6 , 0 , 0 , 187.0 , 81 ,, 788 , 193 , 33 , 5 , 9 , 53 , 0 , 3 , 178 , 2 , 6 , 3.51 , 3.48 , 1.32 , 150.1 , 152.1 , 6.92 , 1.24 
961,2,2014,0,1985,밴덴헐크,삼성,, 1 , 0 , 25 , 13 , 4 , 0 , 0 , 152.2 , 54 ,, 622 , 125 , 30 , 1 , 15 , 45 , 0 , 5 , 180 , 0 , 4 , 3.18 , 3.76 , 1.11 , 166.1 , 139.7 , 6.00 , 1.90 
962,3,2014,0,1988,김광현,SK,, 1 , 0 , 28 , 13 , 9 , 0 , 0 , 173.2 , 77 ,, 749 , 178 , 36 , 4 , 10 , 81 , 1 , 3 , 145 , 1 , 9 , 3.42 , 4.37 , 1.49 , 149.2 , 118.8 , 5.20 , 0.94 
963,4,2014,0,1981,니퍼트,두산,, 1 , 0 , 28 , 14 , 7 , 0 , 1 , 179.1 , 83 ,, 760 , 186 , 20 , 1 , 17 , 48 , 0 , 6 , 158 , 0 , 10 , 3.81 , 4.23 , 1.31 , 129.7 , 118.7 , 5.03 , 0.22 
964,5,2014,0,1988,양현종,KIA,, 0 , 0 , 29 , 16 , 8 , 0 , 0 , 171.1 , 85 ,, 732 , 162 , 30 , 6 , 12 , 77 , 1 , 4 , 165 , 0 , 5 , 4.25 , 4.24 , 1.40 , 122.7 , 125.1 , 4.99 , 2.03 
965,6,2014,0,1977,옥스프링,롯데,, 0 , 0 , 31 , 10 , 8 , 0 , 0 , 184.1 , 93 ,, 781 , 184 , 48 , 1 , 20 , 63 , 1 , 5 , 130 , 0 , 1 , 4.20 , 4.95 , 1.34 , 129.8 , 107.8 , 4.79 , -0.35 
966,7,2014,0,1981,윤성환,삼성,, 1 , 1 , 28 , 12 , 7 , 0 , 0 , 170.1 , 87 ,, 728 , 196 , 30 , 4 , 18 , 37 , 0 , 8 , 133 , 0 , 4 , 4.39 , 4.46 , 1.37 , 120.6 , 118.4 , 4.67 , -0.04 
967,8,2014,0,1983,해커,NC,, 1 , 0 , 29 , 8 , 8 , 0 , 0 , 172.2 , 86 ,, 749 , 169 , 22 , 2 , 14 , 62 , 0 , 14 , 112 , 0 , 5 , 4.07 , 4.93 , 1.34 , 128.0 , 107.0 , 4.31 , 0.54 
968,9,2014,0,1986,리오단,LG,, 2 , 1 , 28 , 9 , 10 , 0 , 0 , 168.0 , 80 ,, 707 , 177 , 32 , 5 , 13 , 37 , 1 , 10 , 77 , 0 , 8 , 3.96 , 4.77 , 1.27 , 124.9 , 106.3 , 4.14 , 0.45 
969,10,2014,0,1985,우규민,LG,, 0 , 0 , 28 , 11 , 5 , 0 , 0 , 153.2 , 78 ,, 653 , 170 , 18 , 5 , 11 , 34 , 1 , 12 , 103 , 0 , 2 , 4.04 , 4.32 , 1.33 , 122.5 , 117.3 , 3.96 , 0.28 
970,11,2014,0,1990,이재학,NC,, 1 , 0 , 28 , 10 , 9 , 0 , 0 , 156.0 , 77 ,, 668 , 152 , 28 , 2 , 16 , 68 , 0 , 8 , 131 , 0 , 2 , 4.21 , 4.97 , 1.41 , 123.6 , 106.2 , 3.80 , -0.20 
971,12,2014,0,1985,찰리,NC,, 1 , 1 , 28 , 12 , 8 , 0 , 0 , 165.1 , 90 ,, 718 , 184 , 31 , 0 , 13 , 55 , 0 , 9 , 92 , 2 , 5 , 3.81 , 4.93 , 1.45 , 136.6 , 107.1 , 3.77 , -0.82 
972,13,2014,0,1985,장원준,롯데,, 0 , 0 , 27 , 10 , 9 , 0 , 0 , 155.0 , 87 ,, 674 , 160 , 27 , 6 , 15 , 67 , 1 , 3 , 107 , 0 , 9 , 4.59 , 5.07 , 1.47 , 118.8 , 105.0 , 3.55 , -0.81 
973,14,2014,0,1983,마틴,삼성,, 0 , 0 , 22 , 9 , 6 , 0 , 0 , 128.0 , 69 ,, 562 , 148 , 36 , 0 , 10 , 31 , 1 , 7 , 84 , 2 , 2 , 4.78 , 4.43 , 1.40 , 110.6 , 119.3 , 3.54 , 0.01 
974,15,2014,0,1986,유희관,두산,, 1 , 0 , 30 , 12 , 9 , 0 , 0 , 177.1 , 98 ,, 779 , 202 , 41 , 6 , 21 , 51 , 0 , 8 , 112 , 0 , 5 , 4.42 , 5.13 , 1.43 , 112.0 , 97.5 , 3.28 , -0.22 
975,16,2014,0,1994,조상우,키움,, 0 , 0 , 0 , 6 , 2 , 0 , 11 , 69.1 , 21 ,, 280 , 53 , 9 , 0 , 2 , 29 , 0 , 3 , 73 , 1 , 6 , 2.47 , 3.51 , 1.18 , 213.8 , 149.7 , 3.15 , 0.56 
976,17,2014,0,1993,한현희,키움,, 0 , 0 , 0 , 4 , 2 , 2 , 31 , 78.2 , 30 ,, 342 , 75 , 9 , 1 , 6 , 31 , 1 , 4 , 83 , 0 , 2 , 3.20 , 4.03 , 1.35 , 164.6 , 131.8 , 3.00 , 2.04 
977,18,2014,0,1981,배영수,삼성,, 1 , 0 , 24 , 8 , 6 , 0 , 0 , 133.2 , 87 ,, 597 , 171 , 39 , 7 , 14 , 39 , 1 , 5 , 111 , 1 , 4 , 5.45 , 4.52 , 1.57 , 97.0 , 116.8 , 2.80 , -1.75 
978,19,2014,0,1985,소사,키움,, 0 , 0 , 20 , 10 , 2 , 0 , 0 , 125.0 , 66 ,, 537 , 140 , 22 , 2 , 18 , 45 , 0 , 3 , 98 , 0 , 3 , 4.61 , 5.31 , 1.48 , 114.4 , 101.1 , 2.79 , 0.01 
979,20,2014,0,1983,장원삼,삼성,, 0 , 0 , 24 , 11 , 5 , 0 , 0 , 129.1 , 70 ,, 562 , 149 , 33 , 2 , 16 , 37 , 0 , 5 , 63 , 0 , 6 , 4.11 , 5.46 , 1.44 , 128.8 , 97.0 , 2.66 , -0.12 
980,21,2014,0,1980,봉중근,LG,, 0 , 0 , 0 , 2 , 4 , 30 , 0 , 49.2 , 16 ,, 216 , 51 , 7 , 0 , 2 , 17 , 2 , 4 , 45 , 0 , 6 , 2.90 , 3.71 , 1.37 , 170.8 , 138.2 , 2.59 , 0.93 
981,22,2014,0,1984,웨버,NC,, 0 , 0 , 23 , 9 , 6 , 0 , 0 , 118.0 , 66 ,, 512 , 132 , 25 , 0 , 13 , 42 , 0 , 3 , 85 , 2 , 5 , 4.58 , 4.99 , 1.48 , 113.7 , 105.8 , 2.57 , -0.84 
982,23,2014,0,1985,앨버스,한화,, 1 , 1 , 28 , 6 , 13 , 0 , 0 , 151.1 , 108 ,, 673 , 200 , 35 , 7 , 18 , 40 , 0 , 4 , 107 , 0 , 9 , 5.89 , 4.86 , 1.59 , 92.1 , 108.8 , 2.56 , -3.69 
983,24,2014,0,1983,류제국,LG,, 0 , 0 , 27 , 9 , 7 , 0 , 0 , 147.2 , 100 ,, 661 , 146 , 29 , 6 , 13 , 58 , 3 , 13 , 128 , 0 , 9 , 5.12 , 4.65 , 1.38 , 96.7 , 108.5 , 2.31 , -2.26 
984,25,2014,0,1983,이동현,LG,, 0 , 0 , 0 , 5 , 1 , 2 , 23 , 59.1 , 18 ,, 250 , 54 , 10 , 1 , 2 , 21 , 1 , 8 , 38 , 0 , 3 , 2.73 , 4.43 , 1.26 , 181.3 , 116.4 , 2.30 , 0.53 
985,26,2014,0,1981,김승회,롯데,, 0 , 0 , 0 , 1 , 2 , 20 , 4 , 56.0 , 19 ,, 229 , 47 , 12 , 2 , 4 , 18 , 0 , 3 , 40 , 0 , 1 , 3.05 , 4.48 , 1.16 , 178.5 , 118.2 , 2.30 , 1.35 
986,27,2014,0,1983,안지만,삼성,, 0 , 0 , 0 , 6 , 3 , 1 , 27 , 62.1 , 27 ,, 263 , 51 , 9 , 0 , 5 , 30 , 2 , 4 , 67 , 0 , 4 , 3.75 , 4.29 , 1.30 , 140.9 , 122.6 , 2.30 , 1.39 
987,28,2014,0,1990,이태양,한화,, 0 , 0 , 26 , 7 , 10 , 0 , 0 , 153.0 , 100 ,, 677 , 183 , 31 , 6 , 27 , 41 , 2 , 7 , 96 , 1 , 10 , 5.29 , 5.80 , 1.46 , 102.5 , 91.2 , 2.20 , -1.25 
988,29,2014,0,1982,손승락,키움,, 0 , 0 , 0 , 3 , 5 , 32 , 0 , 62.1 , 30 ,, 259 , 69 , 12 , 0 , 6 , 11 , 0 , 2 , 53 , 0 , 3 , 4.33 , 4.03 , 1.28 , 121.7 , 132.6 , 2.17 , -0.02 
989,30,2014,0,1984,안영명,한화,, 0 , 0 , 6 , 7 , 6 , 4 , 6 , 97.2 , 59 ,, 447 , 114 , 20 , 3 , 8 , 36 , 1 , 13 , 64 , 0 , 3 , 4.52 , 5.08 , 1.54 , 120.1 , 104.0 , 2.15 , -1.57 
990,1,2015,0,1988,양현종,KIA,, 1 , 1 , 31 , 15 , 6 , 0 , 1 , 184.1 , 52 ,, 756 , 150 , 27 , 2 , 18 , 78 , 0 , 7 , 157 , 0 , 6 , 2.44 , 4.57 , 1.24 , 202.1 , 108.5 , 8.14 , 3.94 
991,2,2015,0,1987,린드블럼,롯데,, 2 , 1 , 32 , 13 , 11 , 0 , 0 , 210.0 , 86 ,, 861 , 196 , 32 , 3 , 28 , 52 , 0 , 12 , 180 , 0 , 12 , 3.56 , 4.55 , 1.18 , 141.7 , 108.6 , 6.48 , 1.95 
992,3,2015,0,1983,해커,NC,, 1 , 0 , 31 , 19 , 5 , 0 , 0 , 204.0 , 81 ,, 833 , 174 , 34 , 0 , 14 , 36 , 1 , 25 , 164 , 0 , 6 , 3.13 , 3.78 , 1.03 , 152.9 , 129.0 , 5.64 , 3.14 
993,4,2015,0,1979,밴헤켄,키움,, 0 , 0 , 32 , 15 , 8 , 0 , 0 , 196.2 , 92 ,, 825 , 190 , 36 , 3 , 14 , 67 , 1 , 1 , 193 , 0 , 16 , 3.62 , 3.60 , 1.31 , 137.7 , 137.6 , 5.12 , 0.54 
994,5,2015,0,1985,우규민,LG,, 1 , 0 , 25 , 11 , 9 , 0 , 0 , 152.2 , 64 ,, 621 , 163 , 26 , 5 , 13 , 17 , 0 , 12 , 119 , 0 , 2 , 3.42 , 3.73 , 1.18 , 137.3 , 125.5 , 4.95 , 0.99 
995,6,2015,0,1988,켈리,SK,, 1 , 0 , 29 , 11 , 10 , 0 , 0 , 181.0 , 87 ,, 775 , 188 , 28 , 1 , 16 , 54 , 1 , 5 , 139 , 2 , 9 , 4.13 , 4.19 , 1.34 , 117.0 , 115.8 , 4.40 , -0.13 
996,7,2015,0,1986,유희관,두산,, 1 , 1 , 30 , 18 , 5 , 0 , 0 , 189.2 , 84 ,, 786 , 193 , 33 , 5 , 23 , 44 , 0 , 4 , 126 , 1 , 4 , 3.94 , 4.62 , 1.25 , 119.0 , 100.2 , 4.40 , 0.64 
997,8,2015,0,1986,스튜어트,NC,, 0 , 0 , 19 , 8 , 2 , 0 , 0 , 117.2 , 37 ,, 488 , 116 , 16 , 1 , 7 , 26 , 0 , 6 , 109 , 1 , 4 , 2.68 , 3.35 , 1.21 , 179.0 , 145.5 , 4.32 , 1.46 
998,9,2015,0,1984,피가로,삼성,, 1 , 0 , 25 , 13 , 7 , 0 , 0 , 165.0 , 66 ,, 688 , 154 , 26 , 3 , 16 , 51 , 0 , 7 , 117 , 0 , 6 , 3.38 , 4.51 , 1.24 , 146.0 , 108.9 , 4.24 , 1.55 
999,10,2015,0,1985,소사,LG,, 2 , 1 , 30 , 10 , 12 , 0 , 1 , 194.1 , 102 ,, 809 , 199 , 39 , 7 , 16 , 36 , 0 , 5 , 177 , 1 , 6 , 4.03 , 3.50 , 1.21 , 116.5 , 134.0 , 4.23 , -1.10 
1000,11,2015,0,1988,김광현,SK,, 1 , 1 , 29 , 14 , 6 , 0 , 1 , 176.2 , 86 ,, 754 , 173 , 33 , 0 , 19 , 66 , 2 , 3 , 160 , 0 , 10 , 3.72 , 4.34 , 1.35 , 129.9 , 111.8 , 3.96 , 1.89 
1001,12,2015,0,1981,윤성환,삼성,, 3 , 1 , 30 , 17 , 8 , 0 , 0 , 194.0 , 86 ,, 809 , 199 , 34 , 4 , 27 , 30 , 0 , 10 , 164 , 0 , 1 , 3.76 , 4.35 , 1.18 , 131.4 , 112.8 , 3.91 , 0.67 
1002,13,2015,0,1986,윤석민,KIA,, 0 , 0 , 0 , 2 , 6 , 30 , 0 , 70.0 , 23 ,, 297 , 69 , 11 , 4 , 4 , 24 , 7 , 2 , 68 , 0 , 1 , 2.96 , 3.23 , 1.33 , 166.8 , 155.3 , 3.87 , 1.59 
1003,14,2015,0,1988,레일리,롯데,, 1 , 0 , 30 , 11 , 9 , 0 , 0 , 179.1 , 93 ,, 768 , 182 , 27 , 2 , 20 , 57 , 2 , 15 , 134 , 2 , 13 , 3.91 , 4.74 , 1.33 , 128.8 , 103.9 , 3.87 , 0.72 
1004,15,2015,0,1977,옥스프링,15k_black,, 3 , 0 , 31 , 12 , 10 , 0 , 0 , 185.0 , 104 ,, 806 , 200 , 33 , 0 , 23 , 66 , 0 , 10 , 142 , 0 , 5 , 4.48 , 4.93 , 1.44 , 112.3 , 99.2 , 3.68 , -2.22 
1005,16,2015,0,1994,조상우,키움,, 0 , 0 , 0 , 8 , 5 , 5 , 19 , 93.1 , 36 ,, 382 , 65 , 15 , 2 , 4 , 41 , 1 , 6 , 89 , 0 , 7 , 3.09 , 3.74 , 1.14 , 161.3 , 131.8 , 3.36 , 0.55 
1006,17,2015,0,1985,정우람,SK,, 0 , 0 , 0 , 7 , 5 , 16 , 11 , 70.0 , 25 ,, 287 , 52 , 12 , 0 , 3 , 28 , 5 , 1 , 90 , 0 , 3 , 3.21 , 2.63 , 1.14 , 150.3 , 181.6 , 3.24 , 1.38 
1007,18,2015,0,1993,이태양,NC,, 0 , 0 , 25 , 10 , 5 , 0 , 0 , 137.1 , 59 ,, 591 , 141 , 27 , 2 , 19 , 40 , 1 , 19 , 113 , 1 , 0 , 3.67 , 5.04 , 1.32 , 130.5 , 96.9 , 3.11 , 0.37 
1008,19,2015,0,1985,피어밴드,키움,, 0 , 0 , 30 , 13 , 11 , 0 , 0 , 177.1 , 101 ,, 774 , 202 , 34 , 7 , 23 , 61 , 1 , 12 , 137 , 3 , 7 , 4.67 , 4.97 , 1.48 , 106.6 , 100.0 , 3.10 , -1.35 
1009,20,2015,0,1985,장원준,두산,, 1 , 0 , 30 , 12 , 12 , 0 , 0 , 169.2 , 86 ,, 748 , 182 , 35 , 2 , 13 , 68 , 1 , 14 , 128 , 0 , 4 , 4.08 , 4.54 , 1.47 , 114.8 , 104.1 , 2.89 , -0.53 
1010,21,2015,0,1985,로저스,한화,, 4 , 3 , 10 , 6 , 2 , 0 , 0 , 75.2 , 26 ,, 296 , 62 , 8 , 2 , 2 , 20 , 0 , 4 , 60 , 1 , 1 , 2.97 , 3.33 , 1.08 , 167.5 , 148.1 , 2.84 , 1.82 
1011,22,2015,0,1976,박정진,한화,, 0 , 0 , 0 , 6 , 1 , 1 , 15 , 96.0 , 37 ,, 411 , 84 , 12 , 1 , 8 , 39 , 3 , 5 , 92 , 0 , 7 , 3.09 , 4.06 , 1.28 , 161.0 , 121.4 , 2.81 , 0.19 
1012,23,2015,0,1991,조무근,15k_black,, 0 , 0 , 1 , 8 , 5 , 4 , 2 , 71.2 , 26 ,, 298 , 54 , 11 , 2 , 3 , 32 , 1 , 4 , 83 , 0 , 6 , 1.88 , 3.31 , 1.20 , 266.8 , 151.0 , 2.73 , 1.35 
1013,24,2015,0,1984,임준혁,KIA,, 0 , 0 , 21 , 9 , 6 , 0 , 2 , 118.2 , 58 ,, 514 , 125 , 23 , 1 , 11 , 43 , 1 , 8 , 73 , 0 , 3 , 4.10 , 4.85 , 1.42 , 120.4 , 101.7 , 2.49 , 0.36 
1014,25,2015,0,1987,장시환,15k_black,, 0 , 0 , 0 , 7 , 5 , 12 , 0 , 74.2 , 33 ,, 308 , 73 , 13 , 2 , 1 , 28 , 2 , 1 , 75 , 0 , 6 , 3.98 , 2.87 , 1.35 , 126.3 , 174.9 , 2.42 , -0.31 
1015,26,2015,0,1983,안지만,삼성,, 0 , 0 , 0 , 4 , 3 , 0 , 37 , 78.1 , 29 ,, 323 , 76 , 18 , 2 , 8 , 26 , 2 , 2 , 96 , 0 , 2 , 3.33 , 3.49 , 1.30 , 148.2 , 140.7 , 2.38 , 2.15 
1016,27,2015,0,1983,류제국,LG,, 0 , 0 , 23 , 4 , 9 , 0 , 0 , 130.0 , 72 ,, 572 , 134 , 20 , 3 , 16 , 55 , 1 , 14 , 88 , 0 , 16 , 4.78 , 5.43 , 1.45 , 98.2 , 85.8 , 2.37 , -0.78 
1017,28,2015,0,1990,이재학,NC,, 0 , 0 , 23 , 10 , 8 , 0 , 1 , 125.0 , 58 ,, 545 , 115 , 15 , 1 , 17 , 58 , 1 , 9 , 116 , 0 , 5 , 4.10 , 5.11 , 1.38 , 116.7 , 95.4 , 2.36 , -0.13 
1018,29,2015,0,1985,루카스,LG,, 0 , 0 , 30 , 10 , 11 , 0 , 1 , 171.2 , 103 ,, 785 , 175 , 21 , 1 , 11 , 108 , 4 , 14 , 151 , 1 , 11 , 4.93 , 4.75 , 1.65 , 95.2 , 100.1 , 2.34 , 0.05 
1019,30,2015,0,1983,윤길현,SK,, 0 , 0 , 0 , 0 , 4 , 13 , 17 , 62.2 , 25 ,, 284 , 58 , 12 , 0 , 7 , 36 , 4 , 2 , 62 , 0 , 3 , 3.16 , 4.72 , 1.50 , 152.9 , 102.8 , 2.31 , 0.17 
1020,1,2016,0,1987,헥터,KIA,, 3 , 1 , 31 , 15 , 5 , 0 , 0 , 206.2 , 88 ,, 868 , 211 , 34 , 3 , 7 , 51 , 0 , 6 , 139 , 0 , 7 , 3.40 , 3.72 , 1.27 , 152.5 , 140.6 , 6.64 , 1.87 
1021,2,2016,0,1981,니퍼트,두산,, 1 , 1 , 27 , 22 , 3 , 0 , 0 , 167.2 , 61 ,, 701 , 151 , 19 , 3 , 15 , 57 , 0 , 9 , 142 , 0 , 8 , 2.95 , 4.44 , 1.24 , 173.1 , 113.2 , 5.97 , 2.69 
1022,3,2016,0,1988,켈리,SK,, 0 , 0 , 31 , 9 , 8 , 0 , 0 , 200.1 , 91 ,, 846 , 205 , 35 , 3 , 15 , 60 , 0 , 7 , 152 , 2 , 8 , 3.68 , 4.25 , 1.32 , 141.7 , 122.9 , 5.95 , 1.32 
1023,4,2016,0,1988,양현종,KIA,, 3 , 0 , 31 , 10 , 12 , 0 , 0 , 200.1 , 96 ,, 850 , 191 , 31 , 2 , 19 , 77 , 0 , 2 , 146 , 2 , 6 , 3.68 , 4.75 , 1.34 , 140.6 , 109.9 , 5.69 , 0.23 
1024,5,2016,0,1985,장원준,두산,, 0 , 0 , 27 , 15 , 6 , 0 , 0 , 168.0 , 66 ,, 727 , 161 , 23 , 6 , 14 , 76 , 0 , 9 , 137 , 0 , 8 , 3.32 , 4.76 , 1.41 , 153.9 , 105.9 , 5.67 , 1.29 
1025,6,2016,0,1989,신재영,키움,, 0 , 0 , 30 , 15 , 7 , 0 , 0 , 168.2 , 76 ,, 718 , 192 , 35 , 6 , 19 , 21 , 0 , 11 , 99 , 1 , 2 , 3.90 , 4.65 , 1.26 , 134.8 , 111.3 , 5.08 , 1.09 
1026,7,2016,0,1983,해커,NC,, 0 , 0 , 23 , 13 , 3 , 0 , 0 , 140.2 , 57 ,, 587 , 132 , 18 , 1 , 14 , 31 , 0 , 10 , 119 , 0 , 5 , 3.45 , 4.27 , 1.16 , 147.3 , 120.5 , 4.88 , 0.54 
1027,8,2016,0,1986,보우덴,두산,, 1 , 1 , 30 , 18 , 7 , 0 , 0 , 180.0 , 83 ,, 742 , 159 , 24 , 2 , 17 , 54 , 0 , 6 , 160 , 2 , 8 , 3.80 , 4.24 , 1.18 , 134.5 , 118.3 , 4.78 , 1.03 
1028,9,2016,0,1985,피어밴드,키움,, 0 , 0 , 30 , 7 , 13 , 0 , 0 , 182.0 , 97 ,, 803 , 231 , 39 , 1 , 23 , 48 , 0 , 10 , 144 , 3 , 6 , 4.45 , 4.81 , 1.53 , 117.8 , 108.1 , 4.16 , -1.34 
1029,10,2016,0,1986,유희관,두산,, 0 , 0 , 29 , 15 , 6 , 0 , 0 , 185.2 , 95 ,, 809 , 212 , 39 , 3 , 22 , 58 , 0 , 6 , 102 , 0 , 5 , 4.41 , 5.27 , 1.45 , 115.9 , 94.9 , 4.13 , -0.36 
1030,11,2016,0,1981,윤성환,삼성,, 1 , 0 , 28 , 11 , 10 , 0 , 0 , 180.0 , 95 ,, 767 , 202 , 35 , 3 , 25 , 41 , 0 , 13 , 85 , 1 , 6 , 4.35 , 5.55 , 1.35 , 121.2 , 93.9 , 4.13 , -1.03 
1031,12,2016,0,1983,류제국,LG,, 1 , 1 , 29 , 13 , 11 , 0 , 0 , 161.1 , 83 ,, 701 , 152 , 25 , 0 , 14 , 70 , 0 , 21 , 138 , 0 , 13 , 4.30 , 4.90 , 1.38 , 118.4 , 102.5 , 3.70 , -0.55 
1032,13,2016,0,1988,김광현,SK,, 1 , 0 , 21 , 11 , 8 , 0 , 1 , 137.0 , 68 ,, 583 , 139 , 21 , 2 , 17 , 41 , 2 , 6 , 116 , 0 , 3 , 3.88 , 4.70 , 1.31 , 134.7 , 111.7 , 3.69 , -0.94 
1033,14,2016,0,1988,레일리,롯데,, 1 , 1 , 31 , 8 , 10 , 0 , 0 , 184.2 , 105 ,, 808 , 207 , 36 , 4 , 21 , 51 , 1 , 17 , 147 , 2 , 5 , 4.34 , 4.77 , 1.40 , 120.5 , 109.6 , 3.52 , -1.55 
1034,15,2016,0,1986,스튜어트,NC,, 0 , 0 , 27 , 12 , 8 , 0 , 0 , 150.0 , 79 ,, 653 , 160 , 20 , 0 , 11 , 55 , 1 , 8 , 118 , 0 , 4 , 4.56 , 4.41 , 1.43 , 111.6 , 116.9 , 3.29 , -0.03 
1035,16,2016,0,1985,정우람,한화,, 0 , 0 , 0 , 8 , 5 , 16 , 1 , 81.0 , 33 ,, 331 , 64 , 14 , 1 , 7 , 26 , 6 , 4 , 85 , 1 , 5 , 3.33 , 3.71 , 1.11 , 157.5 , 141.0 , 3.26 , 1.95 
